1558102631.228:503055016,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,7616CEF5-78AE-11E9-A28B-D4AE52C1DBD3,98.23.182.25:80,ta1-cadets-1
1558102631.228:503055157,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,ACCEPT,1E2D9F0A-77E5-11E9-A28B-D4AE52C1DBD3,128.55.12.167:60868,ta1-cadets-1
1558102631.609:503055527,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,76510583-78AE-11E9-A28B-D4AE52C1DBD3,128.55.12.167:8888,ta1-cadets-1
1558102631.609:503055528,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,OPEN,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom,ta1-cadets-1
1558102631.609:503055810,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,7650EDAC-78AE-11E9-A28B-D4AE52C1DBD3,127.0.0.1:9000,ta1-cadets-1
1558102739.378:503189681,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,ACCEPT,1E2D9F0A-77E5-11E9-A28B-D4AE52C1DBD3,128.55.12.167:60870,ta1-cadets-1
1558102739.719:503190177,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,B6C084D9-78AE-11E9-A28B-D4AE52C1DBD3,128.55.12.167:8888,ta1-cadets-1
1558102739.719:503190178,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,OPEN,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom,ta1-cadets-1
1558102739.378:503190318,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,B68C6FD7-78AE-11E9-A28B-D4AE52C1DBD3,98.23.182.25:80,ta1-cadets-1
1558102739.719:503190339,1E2E3C6D-77E5-11E9-A28B-D4AE52C1DBD3:nginx,CONNECT,B6C0792E-78AE-11E9-A28B-D4AE52C1DBD3,127.0.0.1:9000,ta1-cadets-1
1558103118.701:504021197,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,ACCEPT,444DD46D-77E4-11E9-B41B-D4AE52C1DBD3,128.55.12.167:58157,ta1-cadets-2
1558103119.061:504021214,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CONNECT,98DB4522-78AF-11E9-B41B-D4AE52C1DBD3,127.0.0.1:9000,ta1-cadets-2
1558103119.061:504021217,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CONNECT,98DB63EF-78AF-11E9-B41B-D4AE52C1DBD3,128.55.12.233:80,ta1-cadets-2
1558103119.061:504021218,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom,ta1-cadets-2
1558103118.711:504021553,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CONNECT,98A5B5B4-78AF-11E9-B41B-D4AE52C1DBD3,98.23.182.25:80,ta1-cadets-2
1558103168.861:504160119,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,15D7DD48-70AF-7657-AF70-1CEF4776FAB6,/etc/pwd.db,ta1-cadets-2
1558103560.071:505241212,444EDBB8-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,28B1A6F9-C916-3251-96C9-2D1EA1327749,/etc/passwd,ta1-cadets-2
